,content,sentiment,value
3122,It said hello super(wo)man which was pretty annoying. Uninstalled.,Positive,1
3123,Can't use the app because it won't let me in! Keeps telling me to login but nothing happens!,Negative,0
3124,Can't even sign in. Error notif says I have no internet connection.,Negative,0
3125,Suddenly stopped giving any notifications. Without these the app just isn't useful at all.,Negative,0
3126,eh pretty good but i dont like it 😞,Positive,1
3127,8/8/20 Update: Signed in 3 devices. Added 7 habits. No sync on any of devices. FAIL. Original post 7/31/19: I bought Premium in 2016. Worked great. Was a 5★ app. Recently had to uninstall/reinstall and now won't sync.,Positive,1
3128,why do email ID and password Aap email id qu magate ho eese aapako kayaa 👎👎,Negative,0
3129,The notification and alarm functions don't work.,Negative,0
3130,Just 5 habits free !!!!!!,Positive,1
3131,No longer reminds me to do stuff. Looking for another app now.,Negative,0
3132,limited number of habits only 5,Negative,0
3133,App keeps crashing,Negative,0
3134,The widget doesn't work properly. It only works when i open the app first and then go to widget again. Kindly fix this,Positive,1
3135,Does not allow tracking of more than 5 habits without upgrading. Unable to remove or hide features that are of no use to me. Do not recommend. Waste of time.,Negative,0
3136,Worst App. Requires premium membership to sync data even after signing up with Email. What's the use of signing up with Email if you cannot sync the data. It's just a calender without premium membership. Better to use default inbuilt calender app to track your progress than using this application. I've lost all my progress that I've been tracking from 300 days. Shittiest app ever.,Negative,0
3137,Can only track 5 habits at a time,Negative,0
3138,Really liked the app and have been using premium but now I want to transfer to a new device. I can only doing this by signing up but whenever I go to the sign up section and type my email and password nothing happens and it asks me to sign up again. Really frustrating. If you guys can solve this it will definitely be 5 stars.,Positive,1
3139,Limited free goals.,Positive,1
3140,U bought the app but can't reach my premium account,Negative,0
3141,Limited to 5 habits in the free trial. Waste of time. This is not a useful free trial for me. I have 7 things I'm tracking,Positive,1
3142,I have tried a lot to set up reminder..but unfortunately it's not working which is pretty excruciating as a new user. It seems good initially but this is pissing me off. Do ler me know I can fix up this ..,Negative,0
3143,Force closing on Android 10,Negative,0
3144,Haven't been able to get a reply from customer support since August 2019 - if you can't get your email registered you can't use this across multiple devices. Super disappointed.,Positive,1
3145,I've been using this since 2015.now with new phone. It didn't sync and expect me to upgrade again. Fix it please. Else. It will remain at 1 star. My feedback 👆🏼 posted few weeks ago was ignored. Uninstall for good!,Positive,1
3146,Was really enjoying the app but now the widgets stopped working.,Positive,1
3147,Only 5 habits,Negative,0
3148,DON'T PAY FOR THIS APP IT'S OUTDATED AND NOT SUPPORTED BY DEVELOPPER ANYMORE.,Positive,1
3149,Last updated 2018 really!!!! I am a premium user and it crashes sometimes. Bad investment.,Negative,0
3150,"After purchase, sync is not working. Then y sholud I purchase this app. Profile name is empty, while editing it says ""something went wrong"". And app is completely crash now. Not at all opening.",Negative,0
3151,Only 5 habits. If you dont want to pay it's not worth having.,Negative,0
3152,Such a bad experience. I bought the app and now it says they can't find my email id in their database. I am trying to reach them for 4 days. No response. just automated mails. so pathetic.,Negative,0
3153,Stupid app,Negative,0
3154,It doesn't work or show any reminders whatsoever and no picturea as it says. I wasted my money,Negative,0
3155,Sync problem is a deal-breaker. All that info is now lost. I used it for over a year. :(,Negative,0
3156,For anyone who wants to use this app: Devs stopped updating this in 2018. So they won't reply to your queries and/or issues. Look elsewhere...,Negative,0
3157,I'm unsatisfied with this application Not show negative feedback so it can't best app,Negative,0
3158,Twice lost all data b/c wouldn't sync. Had over a year of data. Had premium and still didn't make a difference. Moving on. Just done. So upset!,Negative,0
3159,The Premium version of the App does not sync across multiple devices. I use an android phone and a chromebook and it still does not work. Don't bother with Premium.,Negative,0
3160,I have an error that makes me unable to sync due to a connection error though clearly I am connected to the internet. I am a premium user. The app is great but please help me with my problem. I'm tired of taking screenshots of all my pages every week as my remedy for the sync error.,Negative,0
3161,Guess I can't use this app after paying for premium 😧,Negative,0
3162,"App was good in past but not anymore, it has stopped sync and many bugs creeped in due to no maintenance and update since. As per details in app Page, last update was on 28th Jun 2018, but still it is the first thing that comes in results when I search for ""Habit"" 😲 I guess Google should stop advertising an app that is not managed since years.",Negative,0
3163,Not updated anymore. Unstable,Negative,0
3164,NOBODY USE THIS APP. Read all the forums. The app does not support the sync once you've bought premium. Everyone's saying the same. And the devs DO NOT RESPOND TO HELP REQUESTS. I have an error that makes me unable to sync due to a connection error though clearly I am connected to the internet. I am a premium user. The app is great but please help me with my problem. I'm tired of taking screenshots of all my pages every week as my remedy for the sync error.,Positive,1
3165,Ugly ui jiss. Fb login dosent work.,Negative,0
3166,I bought the Premium version and it will not sync. I have snet numerous requests to support and have received no responses,Positive,1
3167,Spamming me to rate. Well here you go....,Negative,0
3168,App crashes,Negative,0
3169,This app lost all my data. I would sync every day but when I had to reinstall and tried to sync-nothing. I had paid the money for premium but now it wants me to pay again.,Negative,0
3170,"The idea behind the app is good. Although, after paying for premium, the promised cloud sync does not work (several users mention the same issue). There is no way of backup the data either. I cannot see any feedback from devs here. Switched to a different app: ""Habits.""",Positive,1
3171,Premium does not work. False advertising!,Negative,0
3172,How do i get a refund?,Negative,0
3173,I was enjoying this app and decided to buy the premium features. But they took the money and provided nothing at all. I tries contacting the developer via Email and no answer at all. Stay Away.,Positive,1
3174,Vorrei avere indietro i miei soldi visto che il login non funziona e che non sembra esistere un'assistenza tecnica. I want my money back since I cannot login,Positive,1
3175,"Don't install this app.This is forgery. I've used this app for more than 2 years when I changed my mobile phone I couldn't login when I logged in it says ""this email account is not in our database"" I have the mail to prove that I had had the account in the App.I mailed the company 4-5 times but there's no reply. 2 years of my habit data is lost.",Negative,0
3176,After installing this app my phone received an increased amount of spam calls. After removing the app from my phone I received fewer spam calls. It might be a coincidence... But it might not be.,Negative,0
3177,Paid for premium. Sync does not work. Publisher does not reply. Started reading reviews and found numerous people with the same problem. Going to try to get my money back. Nice app if you don't care about backups or syncing between devices or customer support. Switched to Goalify and finding them extremely responsive,Positive,1
3178,"Updating my previous review. I recently hit the two year mark on one of my habits, yet the app only shows me of having 30 days. This is the same bug I reported last year. It appears that it does not recognize some of my habits over the New Year. I've reported this problem four times now and have never heard back from anyone. I'm giving up on this app, and suggest you do too. ""I've used this for a couple of years. There was a bug where one week of my tracking wasn't recognized by the app. This happened the week of New Years. I reached out to the developer five times about it and never heard back. Unfortunately, this has become an unreliable app for tracking.""",Positive,1
3179,This app doesnt sync data.,Negative,0
3180,Sync not working. Don't buy in-app purchase.,Negative,0
3181,Paid for premium. Does not sync.,Negative,0
3182,Failed to connect to Facebook,Negative,0
3183,Facebook login fails with an error from Facebook saying the login method hasn't bee implemented correctly.,Negative,0
3184,Lost all my data when I moved to ios,Negative,0
3185,Hyper masculine tone is very off-putting and irritating. Hint to developers: Women try to change habits too! At least give us the option of just having hints in our own words...,Negative,0
3186,It's working anymore after paying for premium,Negative,0
3187,Does not log in. After 5 minites it's still trying to log itself in.,Negative,0
3188,"Had accumulated 5 habits that lasted 17 days and counting (now using a different app.) This pathetic app that I paid premium for, would not sync. ""Check internet connection"" every damn time. I paid for the damn app, sadly probably past my refund day!",Negative,0
3189,Online sync is no longer working and last update was June 2018 which is more than a year. Is there a reason why I should continue using this app?,Negative,0
3190,"""High background usage"" Sorry, can't waste my battery spyware like this",Negative,0
3191,Please ADD REMINDER 😭 or show me how to sett,Positive,1
3192,Lies! No multi-device syncing on premium,Negative,0
3193,Premium subscription for such a simple app is greedy.,Negative,0
3194,Files Lost Forver. No updates and broken,Negative,0
3195,awsome application.. i purched it.. but i just want notifation should be blinking on phone like alram clock .. plz add this type of features.. the thing diplys in notifaction should be flash on main screen From last 10 month it's not getting synchronising.. Plz do something @developer We paid for it,Positive,1
3196,Only 5 habits,Negative,0
3197,Can't sign up with email!!,Negative,0
3198,Will not let me register. Tried uninstalling and reinstalling. Tried both the email login and the Facebook login.,Negative,0
3199,Need more habit columns for free,Positive,1
3200,No longer syncs.,Negative,0
3201,Sync not working anymore,Negative,0
3202,I have paid for the premium features but the sync is not working. I mailed them but got no response,Negative,0
3203,The app hasn't synced for nearly 9 months despite being a premium user. The support team haven't acknowledged my email. It's a good concept but they've failed to make it work and don't provide customer support. Check other reviews. Go to play.google.store on a web browser. Select My Account and go to order history. Select the ... and it offers you an option to request a refund. That should get the developer to either repair it or take off the premium services it is falsely selling.,Negative,0
3204,Only 5 habit you can update,Negative,0
3205,Very poor customer support despite being a paid subscriber. Strongly recommend against this app. Not able to sync across devices and there was no response despite sending mails.,Positive,1
3206,Sync isn't working. No response to emails. No updates for ages.,Negative,0
3207,It's been 1 week since I'm using the app. The reminder system worked fine for 1day and from next day the reminder system stopped functioning. Really disappointed. May be uninstalling the app after few days. Hope this helps.,Positive,1
3208,"I bought premium and now I can't login to the app using Facebook. (and I can't login any other way) I get this message: ""Login Failed: You can't use Facebook to log into this app or website because there's an issue with its implementation of Facebook Login.""",Negative,0
3209,Like another commenter said. Just installed it on new phone and even though signed in it doesn't give my my paid for premium. Previous phone checked the sync and last sync was 128 days ago.,Positive,1
3210,not free,Positive,1
3211,Sync doesn't work,Negative,0
3212,Takes ages to load each time I open it up. Used to be good. Time to say goodbye,Positive,1
3213,"Pathetic. I was totally in love with this app until I changed my phone. I lost the phone, and when I installed the app in my new phone, everything was gone. My habits, data for last one year, every damn thing. And I have purchased premium of the highest cost. There's no way to restore my data or contact the devs. If you cannot save on JSON file of mine in your cloud, please explain why I should buy premium? There is a sync option in the app. Don't tell me I should have manually ""synced"" my stuff",Negative,0
3214,Can't log in with Facebook.,Negative,0
3215,Reminder did not appear,Negative,0
3216,Unnecessary limiting of number of habits to be tracked. Use Habit loop app instead,Positive,1
3217,App is not supported anymore and syncing not working,Positive,1
3218,Reminder does not work,Negative,0
3219,Appears to be an abandoned app.,Negative,0
3220,Synchronisation is not working. It's dishonest to sell a service that doesn't exist 😬,Negative,0
3221,No quotes,Negative,0
3222,The user interface is not user friendly No one likes to use a complicated app to build habits which will make their work even more harder Make it simple and easy to understand man,Positive,1
3223,It is difficult to understand,Negative,0
3224,The widgets do not work. Please add auto back and provide some analytics/graphs on the habits management and formation.,Positive,1
3225,Like many premium users I received an automated email letting me know that following a bug my password was reset. After that impossible to use the premium features any more. Developer doesn't respond. Such a shame!,Negative,0
3226,Reminders are not on time!,Negative,0
3227,Won't allow me to register or make an account. Tried to set up without on to try it out but as soon as you lose the app the habits you have set up disappear! Not the best trial!,Positive,1
3228,Reminders ain't working!,Negative,0
3229,A little too complicated and dictatorial (too many prompts). Plus only 5 habits allowed unless u buy the pro version! 7-10 habits and I may hv left it on my device and give it a proper run. Instead I decided to uninstall and download a simpler version which is more flexible and suitable to my needs.,Positive,1
3230,Free account limited to 5 habits,Positive,1
3231,Complexity and unavailability of useful feature for free kill the interest. Atleast widget should be available for trials.,Positive,1
3232,Only the premium version is good for use free version is a waste of time,Positive,1
3233,Only 3 stars because after the first 5 options No more Then u have to pay,Negative,0
3234,Can login with facebook because there is an issue with login implementation. Uninstalling,Negative,0
3235,Reminders haven't been working.,Negative,0
3236,Sync no longer working:(,Negative,0
3237,"very simple app to track your progress towards acquiring a habit, the only downside is that you can't sync the app as it says ""no internet connection"" when there absolutely is. Also, together with this bug all forums are no longer available as well as daily quotes, it's just gone. Previous rating was 5 stars, but with this bug continuing for half a year now I can only give 2 stars.",Positive,1
3238,Unable to import any data from the .csv file in cloud!!! No option to get any data back! Bought premium and im not happy. Beware!!!,Positive,1
3239,Loading takes too long and reminders don't work.,Negative,0
3240,The moderation of the discussion bards in the app leaves something to be desired. Needs better moderation.,Positive,1
3241,Sync no longer works. Also app has been buggy lately - closes down and does not respond. I'm now using Loop Habit Tracker which is more stable.,Positive,1
3242,"I've been using this app for more than 5 years, it was great. But currently I changed my phone and found out that syncing doesn't work anymore :( It says something like ""no internet connection"". So at the end I have to use another app.",Positive,1
3243,Mixed great app but don't by premium. Won't work without play services and developer unresponsive,Positive,1
3244,EDIT/UPDATE - Purchased premium. Sync doesn't work. A quick glance at developers FB/Twitter accounts shows that they have basically dropped off the face of the Earth (no activity since 2018). App hasn't received an update since 2018. My suggestion: pick an app that's still actively developed. Exactly what I have been looking for. Fantastic interface and thoughtful design. I'm hooked guys!,Positive,1
3245,The motivational messages are annoying. You can only track up to 5 habits in the free version but it is totally not worth paying for more. Good riddance. I suppo this kind of app is just not for me.,Positive,1
3246,I liked the app until it told me I could only have 5 goals. :(,Positive,1
3247,Only 5 items on free version. Would be nice to have that clear so I don't have to waste my time and give out my email.,Positive,1
3248,Love and use the app BUT sync feature does not work and my attempts at eliciting support from customer service have gone unanswered which is disappointing.,Positive,1
3249,The app has stopped synching and cant get it working very frustrating. I paid for premium and no one replies to help resolve which is a real shame as the actual app when working is very good.,Positive,1
3250,I was testing this to replace Fabulous. So far the notifications are not persistent enough. Fabulous is able to wake me up in the morning.,Positive,1
3251,DO NOT BUY PREMIUM Version!! App stopped synching 7/27/2019 and is no longer supported. I got Premium to sync to new phone since I've been using the app for over a year and wanted to keep tracking. $10 wasted! Very disappointing because basic version is great - simple but fully functional and effective for tracking up to 5 habits. Good visuals and the ability to make notes. Premium = tracking >5 habits and syncing across devices but no more! Would be 4 stars if still supported and worked.,Positive,1
3252,Having trouble syncing on new device; says there is no internet connection but my connection is strong.,Positive,1
3253,Too much fluff. Difficult to see the actual progress.,Positive,1
3254,I bought the premium. And I can't sync the data between my devices.,Negative,0
3255,I've set a reminder for me to drink water... It doesn't remind at all!!!,Negative,0
3256,Paid widget feature!!!!! One thing that downplays all other.,Negative,0
3257,Does not sync,Negative,0
3258,worked okay for awhile. sync between devices no longer works and I have the paid for premium account. uninstalled on both devices. sync fails on both,Negative,0
3259,No notification of Habit tracks,Negative,0
3260,"Good app but don't bother with premium. I bought premium for the ""powerful widgets"" and ability to track extra habits. Don't bother. The widgets are nothing special and if you read the tips section the developer even says it's best to only track a few habits at a time! After feeling ripped off I emailed the developer twice requesting a refund but have received no reply. Great free app but don't waste your money on premium.",Positive,1
3261,Desde hace unos meses no sirve la Sync ni me deja entrar a la cuenta,Negative,0
3262,Cannot sync. What is going on?,Negative,0
3263,The app doesn't really look like the screenshots. It's also quite outdated in design. If you don't mind paying for it then it gets the job done.,Positive,1
3264,please add a feature that make me add a friend to the habit such as habit competition app😥 i can't live without this feature,Positive,1
3265,not a bad app but DONT pay for the premium. The widgets dont work!!,Negative,0
3266,unable to register via manual and via fb,Negative,0
3267,A little too confusing.,Negative,0
3268,good,Positive,1
3269,the app requires premium membership to use the widget. defeats the point for me,Negative,0
3270,I m just very lazy enough to use this app plus this app is not based on concept of habit building.Let's see how habbit is built u do task u get reward but here for sake of reward u only get Dots connected in pattern that's not motivating instead u can give some offers as reward.,Positive,1
3271,couldn't login with Facebook,Negative,0
3272,It is completely failing on reminders!,Negative,0
3273,Please change the logo,Positive,1
3274,Terrible UI,Negative,0
3275,the layout was good but it only lets you track 5 habits for free,Positive,1
3276,it's not worth the premium. I tried to get a refund because it wasn't what I thought it would be and no one has contacted me. They claim to read every single email but can't reply to a paid customer. I will be deleting this app and regretting the $8 purchase,Negative,0
3277,There needs to be an option on when the habit starts,Negative,0
3278,Awesome tracker yet it seems overpriced in my country way more more than the typical range of $5 its about $10 for me with tax included. Also I don't appreciate the greyed out price being the same as the 33% claimed discounted price very deceiving. Lastly the lack of support for a fingerprint access method is subpart for 2019.,Positive,1
3279,Used to be my favorite app! Changed phones and it doesn't recognize my premium purchase. I've been emailing for support for two months with no response. So disappointed.,Positive,1
3280,"I could not figure out how to set reminders. And I did NOT want to ""register""",Positive,1
3281,I love the ease of the application and the setup. I don't like that the way they send you reminders that are sometimes rude or shame-based. it doesn't make me want to try any harder when I get scolded for not fulfilling my goals. positive encouragement as the best way.,Positive,1
3282,I want to start my week with Saturday and it is not available! only can change between Sunday & Monday !,Positive,1
3283,useless! you need a premium account to use Widgets,Negative,0
3284,Started off really well but has stopped working properly now. Great shame as it has a lot of promise.,Positive,1
3285,Crashes on sign in on my Pixel 2 XL,Negative,0
3286,stuck on setting up your account,Negative,0
3287,Reminders are not working. I have an Asus ZenFone 4 (shouldn't matter) and I have set the reminders multiple times with no success. I feel this is the most important part of this app as I need reminding in order to affectively create a habit. Any feedback would be greatly appreciated. My rating my change after feedback.,Positive,1
3288,Two stars because facebook login is not fixed for an year. Is this application still supported by the dev team?,Positive,1
3289,I didn't like it.,Positive,1
3290,none of the notifications work. other people in the forums teport similar problems bht no fix. the app is nice but it isnt nearly as functional without notifications,Negative,0
3291,I don't like the layout at all. I want it to be much more simple and quick to edit my daily tasks.,Positive,1
3292,Love the app. Would love a version for Windows/Chrome to use on PC. Also I bought a premium version and now when I opened the app after 4 months it has reset itself to the non-premium version.,Positive,1
3293,Paid for this years ago and used it on another device. Now I have a new phone and when I'm trying to login it says my email address is not in the database.,Negative,0
3294,It stops sending notifications randomly.,Negative,0
3295,Good concept with poor design. The widget needs a redesign - currently it wastes a lot of space on my homescreen. The forum section is good.,Positive,1
3296,I like the overall app. It is the best. But even after setting the reminder for my habits. I do not receive any notification or reminder. I have checked with my notification settings for this app and it is turned on.,Positive,1
3297,Please don't call me darling! My app reminder called me darling. Not cool!,Positive,1
3298,Works OK on Galaxy note 8 but constant crash notifications. Can't even log on to the tablet version let alone sync accounts. In the end all data lost and so am I.,Negative,0
3299,Free version only supports 5 habits which is basically nothing,Positive,1
3300,Only 5 free without telling users upfront that you will have to PAY for more. Always about the money. Sorry I wasted time on setting this up.,Negative,0
3301,"Almost 3 years ago I liked it enough to purchase it. Then they decided to make it a monthly fee. I found this out when I reloaded it onto my phone. I emailed them to find out if my previous purchase was valid or if it was applicable to the new version and they never responded. Even a simple ""no"" would have been fine. So, I found another habit tracker that I actually prefer.",Positive,1
3302,Didn't like it,Positive,1
3303,Lost my premium and all my habits gone when I changed my device. The app was great but doesn't seem good for long term use.,Positive,1
3304,The fact that with the free version doesn't let someone track more than 5 habits it's a shame,Positive,1
3305,Worked for about a day and then just crashed repeatedly so have uninstalled. Disappointed as looked really good,Negative,0
3306,I think it's really petty that the widget only comes with a premium account. No thanks.,Positive,1
3307,I'd give it five stars but it keeps bugging me to rate it.,Negative,0
3308,"Pointless to be honest...may as well use a notebook. DOESN'T TRACK HABITS. 
Yes, you have to MANUALLY do everything...my time is to valuable to waste 
on this garbage.",Positive,1
3309,"Perfect. Purchased it. Though I really really wish for a chrome extension, 
so that I can access it on my computer too. EDIT: Like many others, my 
premium account is gone too. I don't mind purchasing it again but what if 
it goes missing again???",Positive,1
3310,"I would give 5. But the reminder is not working. And I wish the app had a 
way to report such bugs. Uninstalled",Positive,1
3311,"I have purchased full version of this app. The functionality of the app is 
good but many features are not working properly. Eg. Starup on Montly view 
is not working. Additionally there is absolutely zero response from the 
developers on reporting the bugs",Positive,1
3312,"App was well organized and easy to use, but you had to pay money to have 
more than 5 habits to track. Not realistic for me to only need 5. 
Uninstalled it.",Positive,1
3313,"Please help me. I really like this app. But my premium purchase with my 
facebook account is gone. Recently I have trouble with the app. It stops 
everytime I opens. Then I uninstall, and reinstall it again. But it 
continues to stop. It turns out that the problem is I disabled Chrome. 
Because after I installed and update Chrome, the Habit Tracker worms again. 
However, my premium purchase is gone and I can't seem to redeem it.",Negative,0
3314,"This app is crashing whenever I try to mark as task completed on a 
particular date.",Negative,0
3315,Constantly tells me to provide a rating,Negative,0
3316,"Like the way it presents the stats. Would like to suggest a collaboration 
concept with other users (such as via Google) where one can view and 
comment his/her mate's lists.",Positive,1
3317,"App is great, but it crashes on month view and when trying to edit habit on 
my Xiaomi Redmi Note 4",Positive,1
3318,"like the app but dont like how I purchased premium on one device and can't 
get my premium features anywhere else",Positive,1
3319,Sync isn't working. Lost my data again....,Negative,0
3320,"Sorry for the poor rating but your app has a major bug. Swiping up or down 
while viewing details for a month/habit makes the interface jump to details 
for another habit randomly. It's a pain to realise midway that suddenly you 
are reading incorrect data. Happens so many times that it's not funny. Will 
be looking for alternatives to your app",Negative,0
3321,"Great design except they hide the fact you can track 5 on the free version 
until you go through the process of adding all five individually then you 
find out you can't add anymore without premiuthem, freemium is fine, hiding 
the cut off wall is not.",Positive,1
3322,"This is a great app. It gets two stars because I paid for it but it 
frequently nags me to review it. Well, here's your review.",Positive,1
3323,Cluttered and unintuitive.,Negative,0
3324,The app crashes and closes when trying to sync. I have the platinum plan,Negative,0
3325,"Has great potential but it kept crashing when I clicked the monthly view or 
the weekly view. Also reinstalled the app, and when I created my first 
habit it crashed again.",Positive,1
3326,"Too spammy. Repeated notifications pushing for a rating. I rated, then 
uninstalled.",Negative,0
3327,"I paid for this app yet it stopped working after I logged out one time. It 
refuses to let me back in when trying my password and even after I tried 
changing the password multiple times. There is no contact information on 
their website. :(",Negative,0
3328,"Habit sync does not work. I must create the same account over and over 
again. Frustrating.",Negative,0
3329,"Not interested in people's masterbation habits. The community news feed was 
full of people tracking their jerking off ... no thanks. Don't want to 
know. Uninstalled.",Positive,1
3330,Only track 5 habits for free!,Positive,1
3331,"Pretty nice app, but unstable a bit: sometimes drops settings like ""show 
monthly/weekly"". And a big trouble: Used it for 3 month. Had troubles with 
signing up at start and gave up - I used it without account just on one 
phone. About a week ago received strange email about password from support 
(they have my email but didn't sign me in?). Looked strange, frankly 
speaking, so I ignored the email and decided to try to register one more 
time. I used option ""sign up with facebook"", was glad to see title ""without 
data loss"" and when i finally registered... all my habits and data 
disappeared from interface. Sent email to support with screens and 
description, but silence still.",Positive,1
3332,"It's a good app but just list my premium account and all my data. Luckily I 
saved it. How do I get it back?",Positive,1
3333,The reminders never work.,Negative,0
3334,"It has all the features but it doesn't work properly. I have a 5 days 
streak and it says 7. I have 3 and ut counts as 0. There are major errors 
here and it's frustrating.",Negative,0
3335,Widgets require premium,Negative,0
3336,It doesn't let you have more than 5 habits without getting premium,Negative,0
3337,"I paid for premium some time ago. Just got a new phone and installed the app, and was unpleasantly surprised to find that my email address ""was not found in our database"". This apparently means that all my synced data, habits, and history are completely gone. I created a new profile with the same email address, but the app still does not appear to be syncing at all. I'll continue to use the app for now, as I still like it best out of all habit trackers, but be warned there is NO backup/sync support here.",Positive,1
3338,How can I delete my account? All I see is an option for deleting data,Negative,0
3339,Does not load,Negative,0
3340,Until recently I enjoyed the app but somehow my purchased Premium status is not recognized anymore. Contacted the developers by email but got no response. So sad :-(,Positive,1
3341,I bought the premium version and sometimes a habit won't chain-link between successful days. You have to delete and recreate it then it will chain-link between successful days again.,Positive,1
3342,"Android widget not working. It shows the tasks but when I click on the ""circle"" to mark it as ""done"" nothing happens.",Negative,0
3343,Widget only for premium account,Negative,0
3344,The motivational photo is missing,Negative,0
3345,Whyd it log me out..... Edit: the push notifications dont push anymore,Negative,0
3346,I love this app but the widget doesn't work most times which is very annoying,Positive,1
3347,I dont know how its work. I wanna give it 5-stars but when alarm is once set and when it rangbit dosnt stop untill u switch off the phone.,Negative,0
3348,Decent app for habit tracking. Unsubscribing from their premium membership is a headache.,Negative,0
3349,"Nice app... But need to fix some bugs.. First app crashes when I click on ""Go premium"". Also even if I am connected to wifi some big image is not loading on home screen. Wondering what's that image...",Positive,1
3350,It is great for keeping track of my habits but I never get any reminders. I've checked my phone and all the permissions are there but still no reminders. I just get a tiny message that tells me the app is running but disappears without doing anything. I'll persevere a bit longer but if it doesn't remind me there isn't much point as I will forget to do things.,Positive,1
3351,Too costly for premium,Negative,0
3352,In theory it helps track habits but after 30 or 40 days the reminders stop appearing randomly then just disappear completely. Rest of the app works well. Perhaps its my device but be aware.,Positive,1
3353,Not used,Negative,0
3354,Super easy to use. Less friction. I like how users can discuss progress with each other. It's very helpful.,Positive,1
3355,Looks like a powerful tool but the UI is a dealbreaker for me. Hopefully it receives a major redesign in the future.,Positive,1
3356,👌,Negative,0
3357,Its okay. Premium version is more useful,Positive,1
3358,It is a good app I've been using it for quite some time and I think I m progressing and this really is helping me. Just a bit dissapointed bcs it doesn't have a full progress tracker as a graph and I wish they will install this feature nearby in the future hopefully.,Positive,1
3359,It's about what I'd expect from a habit tracker. I chose this over another one for the motivational quotes. Only they just just up as the error picture icon without the actual picture. if I can't get the picture can I at least get alternative text for the picture that has the quote? Moto z2 force,Negative,0
3360,I wish there are better graphs to see the dips and raises in my performance. The current one is way too compressed and looks just like a straight line inspite of the dips,Positive,1
3361,The app is great now some bugs are fixed. Notification/reminders still don't work for me. $6.99/month seems steep to record more than 5 habits.,Positive,1
3362,Good,Positive,1
3363,I think I like it but not fully sure yet. Was getting daily notifications then they stopped and I forgot all about some habits. Will restart again.,Positive,1
3364,The app design could be better,Positive,1
3365,Great app . could you guys add a option like task archive because there are some habits like typing practice i want to follow and don't want to delete the data Give a option to hide the habit without losing data,Positive,1
3366,I was unable to create checklists in the way I want. I'm better off using Microsoft Excel,Positive,1
3367,Nice one but it's expensive,Positive,1
3368,Why is it called Habit Bull upon installation and it also has a different app icon? Misleading...,Negative,0
3369,Good app but it doesn't have riminder as it says.,Positive,1
3370,Nice and easy way to keep track of your streaks and habits. Also pretty cool that there are comment boards so you can interact with people doing the same things. Nice to get encouragement and share tips. Really cool app overall.,Positive,1
3371,Pretty good app,Positive,1
3372,Nice app.,Positive,1
3373,Ok,Positive,1
3374,Not totally friendly environment,Positive,1
3375,Pretty good app but the continuous nagging to rate it in the Play Store gets annoying in a hurry.,Positive,1
3376,I like the alerts .. it's a good free app.. I think it be nice if I could click the day then get an option for if I completed my task or not.,Positive,1
3377,Still learning to use it,Negative,0
3378,It's good! Easy to use.,Positive,1
3379,Would need an UI refresh.,Negative,0
3380,Wish I could track more than 5 habits without paying.,Positive,1
3381,Great app,Positive,1
3382,The app is good but the reminders for some of the habits are not working. I have bought the pro version.,Positive,1
3383,There's this weird bug now where the screen dims and keeps showing the loading sign but you can still use the buttons. Please fix it!,Positive,1
3384,Everything is good but i would like to see more then a five slots for habits,Positive,1
3385,best habit tracker ✓ edit- can you guys fix the overall habitbull score graph? It's not accurate- always trending down no matter what.,Positive,1
3386,Facebook login not working,Negative,0
3387,I am not satisfied with this app because circles used for completing the habits look very dirty .,Negative,0
3388,This deserves 5 stars. But I am not able to see discussions since the last one week.,Negative,0
3389,Probably a good app and way to track your new habits but not being able to make a widget without a premium account is ridiculous.,Positive,1
3390,I really like this app and find it useful for keeping me on track. Simple but effective. I used the free version for almost 2 years. At the end of the first year it reset and I lost all of my history. So before the end of the second year I bought the premium version and promptly lost all of my history again. I contacted support to see if they could help and got no response at all. I still recommend it for tracking your habits but don't expect to keep the info long term or get help if you need it,Positive,1
3391,Really enjoying this app but wish I could track more than 5 habits!!,Positive,1
3392,Too invasive and complicated.,Negative,0
3393,Nice app,Positive,1
3394,It delivers what it promises,Positive,1
3395,"It's a great app and has definitely helped me maintain my habits. I had been gifted premium early on, but I've found that the features have disappeared and I'm only seeing the base version. I like it enough that I want to buy it, but I worry about whether it will keep the features based on my experience and other reviews. I've also found a bug: when I have a goal set to 3x a week as ""success,"" the app doesn't recognize when I've had a successful streak and always shows as 0 successes in the streak section, whereas it's at 80% in the ""percent success"" section and many weeks of meeting my goal.",Positive,1
3396,It's good app But it's not free if you want to add more than 5 habit,Positive,1
3397,Odd that it doesnt count beginning and end of month corrctly in monthly tally,Negative,0
3398,The interface is intuitive. I am giving a three because my online data did not sync when I upgraded.,Positive,1
3399,No of activities that we can add is only 5 that's why i give this 3 🌟,Negative,0
3400,pretty good app,Positive,1
3401,This app is good but I can't access 5 habit because I need premium to access it 🙅🤷,Positive,1
3402,Does exactly one thing - tracks habits - but does it well and without pointless bloaty extras (or ads). Clean interface. Sadly app seems to have been abandoned by developers and premium features like sync no longer work. No way to transfer data.,Positive,1
3403,I liked how I could customize everything but my linked google fit didnt update my steps (I had to input myself) and my notifications would only go off if I opened the app myself. Kind of defeats the purpose of linking and setting up notifications...,Positive,1
3404,The sync feature doesn't work.,Negative,0
3405,Limited functionality but reliable.,Negative,0
